Enrollment_ID,Student_ID,Course_ID,Semester_ID,Grade
E02851,S0583,C016,SEM005,B
E02852,S0133,C011,SEM007,F
E02853,S0819,C022,SEM003,B+
E02854,S0801,C101,SEM005,A-
E02855,S0697,C085,SEM004,B+
E02856,S0227,C080,SEM001,B
E02857,S0317,C011,SEM005,B+
E02858,S0246,C095,SEM004,B+
E02859,S0987,C003,SEM003,B-
E02860,S0585,C063,SEM001,B
E02861,S0825,C068,SEM007,A-
E02862,S0952,C020,SEM001,C+
E02863,S0090,C020,SEM007,B
E02864,S0341,C044,SEM005,B
E02865,S0322,C067,SEM001,C+
E02866,S0983,C053,SEM006,F
E02867,S0593,C007,SEM001,A-
E02868,S0137,C004,SEM003,B+
E02869,S0159,C029,SEM008,C+
E02870,S0672,C016,SEM004,B
E02871,S0439,C012,SEM008,B+
E02872,S0939,C008,SEM006,A
E02873,S0044,C024,SEM004,B-
E02874,S0422,C066,SEM004,C+
E02875,S0073,C005,SEM003,B+
E02876,S0256,C020,SEM002,B-
E02877,S0855,C104,SEM002,B+
E02878,S0466,C023,SEM002,C+
E02879,S0226,C050,SEM005,B
E02880,S0889,C050,SEM003,A
E02881,S0826,C015,SEM008,C+
E02882,S0833,C070,SEM007,A-
E02883,S0635,C073,SEM004,B
E02884,S0146,C086,SEM002,B+
E02885,S0776,C066,SEM004,B
E02886,S0616,C001,SEM008,B-
E02887,S0350,C013,SEM003,B
E02888,S0968,C030,SEM008,B-
E02889,S0688,C106,SEM007,B-
E02890,S0797,C016,SEM001,C-
E02891,S0676,C071,SEM001,B+
E02892,S0897,C073,SEM007,B-
E02893,S0001,C106,SEM004,C+
E02894,S0339,C083,SEM008,B-
E02895,S0524,C088,SEM002,B-
E02896,S0595,C083,SEM005,C
E02897,S0690,C011,SEM005,C+
E02898,S0807,C053,SEM002,B-
E02899,S0976,C149,SEM006,B
E02900,S0538,C032,SEM005,F
E02901,S0152,C053,SEM003,B
E02902,S0231,C097,SEM005,B-
E02903,S0293,C039,SEM007,B+
E02904,S0719,C056,SEM001,B+
E02905,S0106,C066,SEM003,C+
E02906,S0904,C041,SEM004,B-
E02907,S0241,C145,SEM006,C-
E02908,S0931,C076,SEM006,B
E02909,S0477,C094,SEM003,C+
E02910,S0264,C098,SEM002,B
E02911,S0330,C031,SEM002,B+
E02912,S0817,C052,SEM002,B
E02913,S0959,C013,SEM006,A-
E02914,S0085,C054,SEM004,B
E02915,S0186,C072,SEM005,A-
E02916,S0616,C071,SEM005,D
E02917,S0625,C002,SEM001,B-
E02918,S0185,C037,SEM003,B+
E02919,S0056,C050,SEM003,C
E02920,S0677,C001,SEM001,B+
E02921,S0439,C043,SEM001,A-
E02922,S0981,C078,SEM005,B-
E02923,S0769,C017,SEM006,C-
E02924,S0315,C082,SEM006,C+
E02925,S0176,C007,SEM003,B+
E02926,S0244,C020,SEM005,A-
E02927,S0775,C008,SEM007,C
E02928,S0155,C014,SEM003,B
E02929,S0510,C056,SEM002,C
E02930,S0582,C144,SEM004,B-
E02931,S0714,C035,SEM004,B-
E02932,S0752,C081,SEM006,B-
E02933,S0928,C034,SEM004,A-
E02934,S0860,C017,SEM007,C+
E02935,S0617,C001,SEM004,B
E02936,S0601,C095,SEM006,B+
E02937,S0429,C040,SEM006,A-
E02938,S0886,C058,SEM003,B+
E02939,S0121,C112,SEM007,B+
E02940,S0027,C001,SEM004,D
E02941,S0301,C113,SEM004,C+
E02942,S0674,C138,SEM002,B
E02943,S0685,C068,SEM006,C+
E02944,S0784,C069,SEM002,B-
E02945,S0612,C012,SEM004,A-
E02946,S0973,C086,SEM004,D
E02947,S0794,C088,SEM008,A-
E02948,S0506,C010,SEM004,C+
E02949,S0720,C130,SEM003,C
E02950,S0208,C058,SEM007,C-
E02951,S0735,C004,SEM004,A
E02952,S0117,C042,SEM006,B
E02953,S0796,C038,SEM006,B-
E02954,S0348,C059,SEM008,C+
E02955,S0260,C034,SEM008,C+
E02956,S0488,C003,SEM008,B-
E02957,S0829,C036,SEM003,C+
E02958,S0475,C074,SEM001,A-
E02959,S0987,C057,SEM008,B
E02960,S0818,C099,SEM007,B-
E02961,S0154,C040,SEM007,B
E02962,S0710,C034,SEM002,C+
E02963,S0833,C008,SEM002,B-
E02964,S0789,C146,SEM005,A-
E02965,S0410,C021,SEM001,C+
E02966,S0797,C046,SEM001,B+
E02967,S0286,C012,SEM007,B+
E02968,S0845,C031,SEM004,B+
E02969,S0069,C052,SEM002,B-
E02970,S0270,C019,SEM003,C
E02971,S0705,C032,SEM004,A
E02972,S0136,C104,SEM002,B+
E02973,S0833,C025,SEM006,C-
E02974,S0311,C115,SEM003,B
E02975,S0927,C035,SEM006,A-
E02976,S0523,C031,SEM005,B
E02977,S0339,C129,SEM002,A-
E02978,S0311,C005,SEM006,B+
E02979,S0567,C066,SEM004,B
E02980,S0648,C055,SEM004,C+
E02981,S0871,C042,SEM007,B
E02982,S0187,C064,SEM005,B
E02983,S0062,C047,SEM003,C+
E02984,S0159,C049,SEM008,B+
E02985,S0329,C057,SEM006,B
E02986,S0955,C052,SEM001,B+
E02987,S0521,C034,SEM006,B-
E02988,S0678,C020,SEM002,C+
E02989,S0266,C004,SEM006,B
E02990,S0467,C114,SEM007,F
E02991,S0064,C019,SEM001,B+
E02992,S0812,C071,SEM001,A
E02993,S0503,C060,SEM002,B-
E02994,S0180,C076,SEM004,B+
E02995,S0261,C004,SEM002,C+
E02996,S0907,C028,SEM002,A-
E02997,S0193,C057,SEM002,B
E02998,S0770,C109,SEM002,C
E02999,S0944,C014,SEM005,B-
E03000,S0461,C085,SEM005,C
E03001,S0386,C032,SEM002,B+
E03002,S0920,C109,SEM003,B-
E03003,S0801,C010,SEM001,F
E03004,S0189,C084,SEM007,B
E03005,S0609,C034,SEM003,A-
E03006,S0087,C032,SEM004,A-
E03007,S0229,C092,SEM006,B+
E03008,S0077,C064,SEM001,A-
E03009,S0071,C135,SEM007,C
E03010,S0601,C038,SEM004,B+
E03011,S0510,C061,SEM008,F
E03012,S0205,C138,SEM008,A
E03013,S0024,C039,SEM001,C-
E03014,S0424,C071,SEM003,A-
E03015,S0038,C064,SEM007,F
E03016,S0339,C002,SEM002,C+
E03017,S0162,C091,SEM007,B
E03018,S0357,C126,SEM004,B-
E03019,S0256,C003,SEM006,B
E03020,S0972,C009,SEM002,A-
E03021,S0163,C018,SEM005,B
E03022,S0657,C015,SEM003,C+
E03023,S0417,C150,SEM005,C+
E03024,S0134,C032,SEM002,D
E03025,S0705,C038,SEM008,C
E03026,S0993,C054,SEM001,B+
E03027,S0755,C003,SEM006,B
E03028,S0107,C106,SEM005,A
E03029,S0473,C104,SEM006,F
E03030,S0456,C023,SEM005,B+
E03031,S0169,C066,SEM004,A
E03032,S0680,C003,SEM006,A-
E03033,S0679,C063,SEM004,B+
E03034,S0784,C065,SEM004,B+
E03035,S0722,C046,SEM008,B
E03036,S0458,C044,SEM005,A-
E03037,S0294,C086,SEM003,B-
E03038,S0316,C007,SEM002,C-
E03039,S0634,C024,SEM007,C
E03040,S0917,C046,SEM005,A
E03041,S0382,C026,SEM003,B-
E03042,S0089,C041,SEM005,A
E03043,S0584,C034,SEM005,B+
E03044,S0067,C093,SEM003,C
E03045,S0389,C111,SEM008,B-
E03046,S0139,C101,SEM003,B
E03047,S0339,C023,SEM003,C
E03048,S0527,C010,SEM006,C-
E03049,S0916,C067,SEM002,B-
E03050,S0916,C027,SEM003,B
E03051,S0741,C150,SEM003,C
E03052,S0215,C086,SEM008,B+
E03053,S0669,C111,SEM002,A-
E03054,S0869,C105,SEM007,B+
E03055,S0584,C004,SEM006,B-
E03056,S0727,C086,SEM003,B
E03057,S0028,C053,SEM003,C+
E03058,S0019,C059,SEM008,F
E03059,S0265,C050,SEM008,A
E03060,S0550,C005,SEM005,C+
E03061,S0740,C026,SEM007,C
E03062,S0215,C061,SEM008,A
E03063,S0947,C136,SEM007,A-
E03064,S0047,C051,SEM008,A
E03065,S0869,C073,SEM005,C+
E03066,S0969,C114,SEM003,B+
E03067,S0631,C020,SEM003,C
E03068,S0323,C031,SEM004,C+
E03069,S0522,C058,SEM001,A-
E03070,S0443,C031,SEM002,A
E03071,S0568,C058,SEM006,B-
E03072,S0674,C016,SEM004,F
E03073,S0338,C101,SEM003,B-
E03074,S0030,C001,SEM008,B
E03075,S0135,C057,SEM005,A-
E03076,S0820,C069,SEM008,B
E03077,S0225,C036,SEM003,B+
E03078,S0611,C047,SEM004,C+
E03079,S0687,C010,SEM002,B
E03080,S0397,C051,SEM008,A
E03081,S0347,C073,SEM008,B-
E03082,S0106,C033,SEM001,D
E03083,S0069,C041,SEM001,C+
E03084,S0267,C050,SEM005,B-
E03085,S0995,C068,SEM001,B
E03086,S0588,C085,SEM008,A-
E03087,S0307,C018,SEM005,B+
E03088,S0787,C024,SEM004,A-
E03089,S0601,C102,SEM008,B+
E03090,S0482,C055,SEM002,B
E03091,S0279,C004,SEM006,C+
E03092,S0443,C053,SEM003,B-
E03093,S0324,C123,SEM005,C
E03094,S0939,C083,SEM004,A
E03095,S0425,C068,SEM007,B
E03096,S0468,C093,SEM001,C+
E03097,S0478,C031,SEM001,C-
E03098,S0907,C128,SEM008,B
E03099,S0054,C077,SEM002,B
E03100,S0683,C080,SEM001,A-
E03101,S0810,C026,SEM004,B-
E03102,S0182,C069,SEM006,B-
E03103,S0435,C039,SEM001,C+
E03104,S0776,C040,SEM008,B
E03105,S0151,C038,SEM004,B+
E03106,S0334,C029,SEM006,B
E03107,S0085,C005,SEM002,A
E03108,S0933,C016,SEM003,B+
E03109,S0088,C040,SEM005,B+
E03110,S0197,C002,SEM002,A
E03111,S0562,C082,SEM003,B
E03112,S0121,C089,SEM002,C
E03113,S0925,C013,SEM007,B+
E03114,S0163,C026,SEM001,A
E03115,S0262,C048,SEM004,A-
E03116,S0046,C032,SEM002,B-
E03117,S0463,C124,SEM004,B
E03118,S0971,C029,SEM007,B
E03119,S0032,C017,SEM005,F
E03120,S0427,C115,SEM006,B+
E03121,S0226,C049,SEM008,A-
E03122,S0104,C061,SEM003,B+
E03123,S0894,C034,SEM008,F
E03124,S0766,C092,SEM002,C+
E03125,S0793,C027,SEM006,B
E03126,S0119,C017,SEM006,B+
E03127,S0080,C032,SEM003,A-
E03128,S0496,C015,SEM003,B
E03129,S0545,C040,SEM006,B+
E03130,S0647,C002,SEM003,C-
E03131,S0752,C020,SEM002,B
E03132,S0609,C063,SEM005,B-
E03133,S0905,C017,SEM004,B
E03134,S0135,C039,SEM001,C+
E03135,S0710,C059,SEM008,B+
E03136,S0481,C052,SEM006,B-
E03137,S0163,C073,SEM003,D
E03138,S0387,C069,SEM008,A-
E03139,S0235,C038,SEM006,C+
E03140,S0380,C094,SEM008,B
E03141,S0792,C024,SEM003,D
E03142,S0939,C036,SEM006,B
E03143,S0491,C018,SEM005,B
E03144,S0725,C105,SEM006,C-
E03145,S0257,C050,SEM005,A-
E03146,S0430,C055,SEM008,F
E03147,S0473,C031,SEM006,C-
E03148,S0521,C039,SEM003,A
E03149,S0252,C020,SEM004,A
E03150,S0054,C055,SEM006,B
E03151,S0559,C026,SEM003,C-
E03152,S0028,C103,SEM001,B-
E03153,S0927,C064,SEM001,A
E03154,S0609,C106,SEM001,B
E03155,S0118,C023,SEM003,B
E03156,S0732,C014,SEM003,C-
E03157,S0472,C066,SEM004,B+
E03158,S0096,C114,SEM008,B+
E03159,S0734,C011,SEM002,B+
E03160,S0428,C039,SEM005,C
E03161,S0626,C077,SEM003,B
E03162,S0792,C030,SEM002,A-
E03163,S0711,C053,SEM001,B
E03164,S0646,C016,SEM004,B-
E03165,S0034,C093,SEM005,B
E03166,S0857,C104,SEM001,C-
E03167,S0742,C125,SEM006,C-
E03168,S0234,C024,SEM001,C+
E03169,S0088,C129,SEM004,B
E03170,S0199,C075,SEM008,B
E03171,S0326,C077,SEM002,C
E03172,S0999,C039,SEM008,C
E03173,S0951,C054,SEM003,D
E03174,S0942,C034,SEM001,A
E03175,S0147,C110,SEM004,F
E03176,S0438,C097,SEM001,F
E03177,S0210,C017,SEM002,F
E03178,S0408,C099,SEM004,C
E03179,S0507,C040,SEM006,B
E03180,S0111,C039,SEM007,C-
E03181,S0478,C042,SEM008,A-
E03182,S0578,C019,SEM008,B+
E03183,S0752,C085,SEM003,C+
E03184,S0252,C052,SEM001,B+
E03185,S0029,C058,SEM007,C+
E03186,S0340,C001,SEM001,B
E03187,S0186,C045,SEM008,B
E03188,S0374,C058,SEM006,C+
E03189,S0789,C001,SEM002,D
E03190,S0437,C048,SEM002,B
E03191,S0017,C026,SEM006,B-
E03192,S0030,C115,SEM006,A
E03193,S0501,C010,SEM007,C
E03194,S0186,C028,SEM002,B
E03195,S0090,C002,SEM001,C+
E03196,S0792,C017,SEM007,B+
E03197,S0293,C106,SEM004,A
E03198,S0586,C009,SEM003,B
E03199,S0340,C021,SEM002,B-
E03200,S0082,C001,SEM001,B-
E03201,S0670,C029,SEM002,F
E03202,S0832,C136,SEM002,B+
E03203,S0739,C150,SEM004,B
E03204,S0948,C058,SEM007,B-
E03205,S0885,C025,SEM003,B+
E03206,S0887,C033,SEM006,B
E03207,S0862,C024,SEM003,A-
E03208,S0814,C002,SEM003,A-
E03209,S0712,C094,SEM005,B-
E03210,S0297,C068,SEM006,B+
E03211,S0969,C052,SEM006,D
E03212,S0864,C022,SEM003,B-
E03213,S0163,C139,SEM003,A
E03214,S0214,C026,SEM001,C+
E03215,S0748,C115,SEM002,C
E03216,S0777,C015,SEM003,C
E03217,S0097,C033,SEM001,C
E03218,S0967,C012,SEM006,C+
E03219,S0192,C036,SEM008,F
E03220,S0935,C004,SEM001,B
E03221,S0837,C032,SEM003,A-
E03222,S0794,C033,SEM006,B
E03223,S0542,C132,SEM002,C-
E03224,S0875,C106,SEM005,C+
E03225,S0758,C004,SEM004,B-
E03226,S0913,C016,SEM001,A-
E03227,S0128,C038,SEM001,B+
E03228,S0009,C029,SEM002,C+
E03229,S0671,C091,SEM005,C
E03230,S0065,C147,SEM007,B
E03231,S0421,C052,SEM003,B+
E03232,S0873,C094,SEM008,A
E03233,S0299,C062,SEM006,B-
E03234,S0064,C090,SEM006,A
E03235,S0707,C043,SEM002,B
E03236,S0179,C078,SEM004,B
E03237,S0373,C011,SEM006,C+
E03238,S0428,C063,SEM004,C-
E03239,S0122,C033,SEM003,A-
E03240,S0719,C035,SEM001,B
E03241,S0405,C047,SEM007,B-
E03242,S0736,C004,SEM001,A-
E03243,S0400,C075,SEM006,B+
E03244,S0739,C039,SEM001,B
E03245,S0614,C103,SEM004,B
E03246,S0220,C009,SEM002,B+
E03247,S0852,C045,SEM004,C+
E03248,S0443,C057,SEM006,A-
E03249,S0198,C022,SEM007,C+
E03250,S0493,C014,SEM008,C+
E03251,S0451,C001,SEM005,A-
E03252,S0161,C006,SEM006,C-
E03253,S0259,C081,SEM007,B
E03254,S0803,C109,SEM004,B
E03255,S0208,C132,SEM002,F
E03256,S0526,C034,SEM002,C-
E03257,S0144,C025,SEM007,A-
E03258,S0534,C030,SEM008,B+
E03259,S0571,C076,SEM008,A
E03260,S0158,C032,SEM005,C
E03261,S0242,C044,SEM004,A-
E03262,S0581,C070,SEM003,B-
E03263,S0531,C131,SEM004,D
E03264,S0293,C082,SEM006,C+
E03265,S0140,C064,SEM002,B
E03266,S0970,C052,SEM003,B+
E03267,S0940,C048,SEM006,B+
E03268,S0358,C084,SEM004,B-
E03269,S0475,C020,SEM002,C
E03270,S0127,C009,SEM006,B-
E03271,S0920,C046,SEM005,B-
E03272,S0217,C039,SEM001,C-
E03273,S0235,C035,SEM006,A
E03274,S0698,C068,SEM007,B-
E03275,S0968,C070,SEM005,D
E03276,S0800,C121,SEM005,D
E03277,S0200,C048,SEM001,B
E03278,S0168,C053,SEM008,A-
E03279,S0388,C075,SEM001,B+
E03280,S0250,C028,SEM001,D
E03281,S0302,C037,SEM007,B
E03282,S0445,C125,SEM004,B
E03283,S0145,C008,SEM004,B+
E03284,S0719,C037,SEM006,B
E03285,S0918,C070,SEM004,C+
E03286,S0818,C048,SEM008,D
E03287,S0970,C099,SEM006,B-
E03288,S0119,C007,SEM005,B
E03289,S0121,C080,SEM001,C
E03290,S0525,C001,SEM005,B
E03291,S0643,C124,SEM005,C
E03292,S0386,C060,SEM004,C
E03293,S0205,C013,SEM004,B
E03294,S0483,C085,SEM004,B
E03295,S0881,C006,SEM001,C
E03296,S0721,C068,SEM001,D
E03297,S0158,C143,SEM004,B+
E03298,S0151,C100,SEM007,C
E03299,S0346,C045,SEM003,B+
E03300,S0585,C047,SEM008,A-
E03301,S0445,C023,SEM004,B
E03302,S0037,C072,SEM004,B-
E03303,S0612,C031,SEM003,B+
E03304,S0140,C140,SEM006,B-
E03305,S0054,C013,SEM004,B
E03306,S0052,C093,SEM003,C
E03307,S0438,C086,SEM002,C-
E03308,S0400,C055,SEM002,A
E03309,S0534,C097,SEM001,C
E03310,S0809,C016,SEM004,C+
E03311,S0390,C070,SEM001,B-
E03312,S0980,C040,SEM008,A-
E03313,S0044,C025,SEM001,B
E03314,S0885,C081,SEM007,F
E03315,S0363,C081,SEM003,C+
E03316,S0028,C054,SEM003,C+
E03317,S0121,C001,SEM006,A
E03318,S0075,C069,SEM007,C-
E03319,S0098,C079,SEM003,B+
E03320,S0489,C086,SEM007,C
E03321,S0267,C124,SEM001,B
E03322,S0170,C092,SEM004,C+
E03323,S0109,C010,SEM008,B+
E03324,S0701,C055,SEM002,A
E03325,S0272,C044,SEM006,B+
E03326,S0740,C017,SEM006,A
E03327,S0622,C046,SEM001,C+
E03328,S0572,C096,SEM005,D
E03329,S0932,C109,SEM003,C
E03330,S0536,C018,SEM002,B-
E03331,S0972,C045,SEM002,A-
E03332,S0946,C036,SEM007,C
E03333,S0450,C031,SEM004,B
E03334,S0635,C048,SEM004,A-
E03335,S0875,C034,SEM006,B-
E03336,S0501,C012,SEM002,B-
E03337,S0073,C037,SEM006,C-
E03338,S0062,C127,SEM007,C-
E03339,S0253,C016,SEM003,C+
E03340,S0405,C072,SEM005,B
E03341,S0622,C040,SEM008,B+
E03342,S0496,C118,SEM003,B+
E03343,S0880,C028,SEM004,B-
E03344,S0622,C080,SEM005,B+
E03345,S0309,C029,SEM008,B
E03346,S0848,C036,SEM007,B-
E03347,S0812,C040,SEM008,C
E03348,S0483,C093,SEM004,B+
E03349,S0650,C088,SEM006,B+
E03350,S0354,C028,SEM007,A
E03351,S0528,C079,SEM003,C+
E03352,S0839,C052,SEM003,C
E03353,S0810,C047,SEM003,B
E03354,S0718,C070,SEM007,B-
E03355,S0340,C107,SEM001,B
E03356,S0300,C019,SEM008,B+
E03357,S0626,C021,SEM001,B
E03358,S0018,C037,SEM006,B+
E03359,S0027,C009,SEM007,C+
E03360,S0533,C093,SEM006,B
E03361,S0923,C149,SEM005,B
E03362,S0760,C040,SEM008,B
E03363,S0048,C094,SEM006,C
E03364,S0478,C019,SEM004,B+
E03365,S0525,C031,SEM002,C-
E03366,S0613,C023,SEM008,B-
E03367,S0838,C063,SEM004,C+
E03368,S0968,C127,SEM006,B
E03369,S0860,C042,SEM005,C+
E03370,S0685,C112,SEM003,B-
E03371,S0802,C045,SEM008,B+
E03372,S0883,C127,SEM006,B+
E03373,S0202,C002,SEM004,B-
E03374,S0115,C018,SEM006,B-
E03375,S0205,C094,SEM001,B+
E03376,S0940,C002,SEM007,B
E03377,S0574,C045,SEM007,B
E03378,S0996,C044,SEM003,A
E03379,S0939,C016,SEM005,A
E03380,S0974,C069,SEM006,C
E03381,S0379,C054,SEM006,B-
E03382,S0455,C006,SEM007,B
E03383,S0464,C072,SEM001,C
E03384,S0308,C107,SEM004,B+
E03385,S0916,C065,SEM001,C+
E03386,S0195,C092,SEM008,D
E03387,S0266,C045,SEM001,C-
E03388,S0085,C090,SEM008,A-
E03389,S0352,C109,SEM006,B+
E03390,S0601,C064,SEM003,B
E03391,S0912,C067,SEM005,C-
E03392,S0547,C070,SEM007,B-
E03393,S0245,C118,SEM005,B
E03394,S0511,C027,SEM004,D
E03395,S0719,C064,SEM001,B-
E03396,S0360,C130,SEM008,A
E03397,S0102,C083,SEM002,C+
E03398,S0905,C089,SEM008,B-
E03399,S0102,C027,SEM005,B-
E03400,S0088,C008,SEM007,A-
E03401,S0376,C050,SEM001,A
E03402,S0152,C120,SEM003,B-
E03403,S0652,C083,SEM006,B+
E03404,S0559,C088,SEM001,B
E03405,S0033,C066,SEM006,A-
E03406,S0088,C068,SEM005,B-
E03407,S0237,C090,SEM005,A
E03408,S0050,C030,SEM003,C-
E03409,S0171,C014,SEM004,A
E03410,S0645,C002,SEM003,B+
E03411,S0728,C055,SEM001,A
E03412,S0450,C054,SEM002,C-
E03413,S0267,C090,SEM008,C+
E03414,S0488,C034,SEM003,C+
E03415,S0165,C002,SEM001,B+
E03416,S0678,C011,SEM006,B
E03417,S0226,C083,SEM002,B
E03418,S0475,C033,SEM007,B-
E03419,S0229,C071,SEM005,C
E03420,S0331,C034,SEM005,C
E03421,S0999,C029,SEM007,C-
E03422,S0670,C005,SEM004,B
E03423,S0191,C019,SEM005,B+
E03424,S0998,C042,SEM002,D
E03425,S0373,C017,SEM001,F
E03426,S0588,C133,SEM006,C+
E03427,S0866,C001,SEM001,C
E03428,S0378,C073,SEM006,B
E03429,S0466,C010,SEM003,B+
E03430,S0325,C040,SEM006,B
E03431,S0608,C017,SEM005,B-
E03432,S0184,C050,SEM003,B-
E03433,S0266,C001,SEM006,A
E03434,S0145,C056,SEM008,A-
E03435,S0740,C012,SEM008,B
E03436,S0886,C002,SEM005,B+
E03437,S0623,C048,SEM002,B
E03438,S0126,C125,SEM003,B
E03439,S0193,C008,SEM006,C+
E03440,S0336,C063,SEM002,C
E03441,S0116,C058,SEM004,B-
E03442,S0039,C028,SEM002,A-
E03443,S0026,C026,SEM004,D
E03444,S0168,C089,SEM006,B-
E03445,S0132,C063,SEM007,B+
E03446,S0601,C031,SEM005,A
E03447,S0913,C097,SEM006,B
E03448,S0124,C003,SEM006,A
E03449,S0695,C098,SEM002,A-
E03450,S0363,C041,SEM005,B
E03451,S0252,C031,SEM001,A
E03452,S0853,C010,SEM007,B
E03453,S0793,C023,SEM004,A-
E03454,S0043,C033,SEM007,A-
E03455,S0200,C029,SEM001,A
E03456,S0965,C007,SEM006,D
E03457,S0969,C011,SEM008,B+
E03458,S0499,C070,SEM003,B
E03459,S0220,C040,SEM005,D
E03460,S0705,C123,SEM005,A
E03461,S0139,C012,SEM001,B
E03462,S0669,C042,SEM003,B+
E03463,S0991,C034,SEM001,B
E03464,S0006,C029,SEM005,F
E03465,S0088,C002,SEM007,B
E03466,S0774,C087,SEM008,B-
E03467,S0277,C065,SEM001,A-
E03468,S0709,C095,SEM002,A-
E03469,S0845,C060,SEM006,C
E03470,S0795,C048,SEM003,C+
E03471,S0989,C047,SEM004,C
E03472,S0335,C107,SEM007,A-
E03473,S0963,C027,SEM003,B-
E03474,S0862,C094,SEM006,B-
E03475,S0623,C085,SEM005,C
E03476,S0468,C007,SEM007,B-
E03477,S0591,C078,SEM002,F
E03478,S0375,C025,SEM001,C
E03479,S0467,C058,SEM008,C
E03480,S0238,C020,SEM003,C
E03481,S0321,C015,SEM007,B
E03482,S0262,C018,SEM006,A
E03483,S0613,C038,SEM003,C+
E03484,S0324,C028,SEM007,C
E03485,S0940,C059,SEM005,A
E03486,S0585,C132,SEM002,A-
E03487,S0074,C055,SEM003,B
E03488,S0918,C022,SEM008,C
E03489,S0800,C094,SEM006,C+
E03490,S0164,C050,SEM006,A
E03491,S0989,C102,SEM006,C
E03492,S0430,C005,SEM002,C
E03493,S0203,C035,SEM003,B+
E03494,S0423,C019,SEM003,B-
E03495,S0758,C041,SEM007,B+
E03496,S0627,C080,SEM006,B
E03497,S0320,C076,SEM004,C+
E03498,S0491,C003,SEM001,B-
E03499,S0886,C085,SEM005,A
E03500,S0328,C062,SEM003,C-
E03501,S0011,C015,SEM004,C-
E03502,S0129,C008,SEM001,B-
E03503,S0478,C030,SEM005,C
E03504,S0304,C132,SEM005,C
E03505,S0774,C055,SEM001,D
E03506,S0608,C053,SEM004,C+
E03507,S0795,C058,SEM006,A-
E03508,S0085,C064,SEM008,C
E03509,S0778,C025,SEM007,B+
E03510,S0556,C005,SEM004,D
E03511,S0991,C005,SEM008,C+
E03512,S0402,C018,SEM004,B
E03513,S0807,C001,SEM002,A-
E03514,S0395,C138,SEM008,B
E03515,S0451,C097,SEM002,A
E03516,S0371,C095,SEM006,B-
E03517,S0989,C040,SEM006,A
E03518,S0652,C027,SEM007,B+
E03519,S0338,C135,SEM001,B+
E03520,S0315,C022,SEM004,B-
E03521,S0306,C118,SEM008,A
E03522,S0812,C069,SEM008,B+
E03523,S0650,C069,SEM007,A
E03524,S0927,C082,SEM006,B-
E03525,S0790,C092,SEM003,B+
E03526,S0141,C058,SEM004,B+
E03527,S0921,C016,SEM004,A-
E03528,S0926,C141,SEM007,C-
E03529,S0526,C043,SEM005,B+
E03530,S0872,C021,SEM005,C-
E03531,S0001,C060,SEM007,A
E03532,S0068,C073,SEM008,B+
E03533,S0520,C050,SEM001,B+
E03534,S0231,C088,SEM007,A-
E03535,S0008,C122,SEM004,A-
E03536,S0530,C070,SEM006,B+
E03537,S0274,C078,SEM001,B+
E03538,S0507,C030,SEM001,A-
E03539,S0798,C041,SEM007,A
E03540,S0461,C051,SEM008,A-
E03541,S0010,C013,SEM002,A
E03542,S0999,C107,SEM007,C+
E03543,S0430,C022,SEM002,C
E03544,S0944,C083,SEM002,C
E03545,S0901,C057,SEM008,C
E03546,S0450,C098,SEM001,F
E03547,S0657,C138,SEM005,B+
E03548,S0974,C115,SEM008,B-
E03549,S1000,C001,SEM002,B-
E03550,S0822,C015,SEM001,C
E03551,S0108,C086,SEM004,C+
E03552,S0617,C037,SEM006,B+
E03553,S0558,C075,SEM004,C
E03554,S0438,C014,SEM005,B
E03555,S0880,C055,SEM001,A-
E03556,S0615,C109,SEM002,B
E03557,S0197,C052,SEM008,A
E03558,S0205,C057,SEM008,B-
E03559,S0797,C068,SEM005,C+
E03560,S0590,C081,SEM008,D
E03561,S0092,C024,SEM001,B-
E03562,S0444,C069,SEM001,B
E03563,S0284,C014,SEM001,B+
E03564,S0210,C020,SEM007,C+
E03565,S0656,C041,SEM006,C
E03566,S0807,C093,SEM005,B-
E03567,S0968,C003,SEM003,C
E03568,S0289,C024,SEM006,B-
E03569,S0547,C102,SEM006,B-
E03570,S0071,C070,SEM005,C-
E03571,S0360,C013,SEM001,B+
E03572,S0997,C012,SEM005,B+
E03573,S0826,C060,SEM001,F
E03574,S0401,C014,SEM005,A-
E03575,S0823,C033,SEM002,A
E03576,S0370,C085,SEM006,B+
E03577,S0773,C074,SEM002,F
E03578,S0484,C135,SEM001,A-
E03579,S0919,C001,SEM008,C+
E03580,S0503,C018,SEM008,A-
E03581,S0092,C018,SEM001,C-
E03582,S0418,C051,SEM006,C-
E03583,S0616,C035,SEM002,C
E03584,S0778,C004,SEM002,B-
E03585,S0378,C020,SEM002,C
E03586,S0132,C083,SEM006,B+
E03587,S0091,C091,SEM003,C+
E03588,S0655,C026,SEM008,C-
E03589,S0713,C016,SEM003,B
E03590,S0350,C039,SEM005,A-
E03591,S0971,C015,SEM005,B+
E03592,S0819,C075,SEM007,B
E03593,S0557,C039,SEM008,B
E03594,S0109,C038,SEM008,C
E03595,S0892,C035,SEM001,B
E03596,S0938,C001,SEM004,B
E03597,S0109,C095,SEM007,F
E03598,S0878,C123,SEM007,B
E03599,S0514,C056,SEM006,B
E03600,S0933,C113,SEM007,B-
E03601,S0909,C071,SEM002,B+
E03602,S0108,C080,SEM008,B
